text,label
"Люди будут в шоке, когда увидят результат. Цель — мост. в соответствии с планом Время изменения: 15:30. Изменения применены. Система работает стабильно. Все процессы контролируются. Сообщение отправлено. Подтверждение получено. Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно! Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно! Время изменения: 15:30. Изменения применены. Проверка безопасности завершена. Нет аномалий. Система работает стабильно. Все процессы контролируются. Сообщение отправлено. Подтверждение получено. Проверка безопасности завершена. Нет аномалий.",1
Новое уведомление от сервиса.,0
Сообщение от службы безопасности: бомба в автобусе. Эвакуация.,1
Синхронизация данных завершена.,0
Спасибо за помощь вчера. на следующей неделе,0
Взрывчатка в школе. Учителя и дети — эвакуировать помещение. Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно! Система работает стабильно. Все процессы контролируются. Система работает стабильно. Все процессы контролируются. Время изменения: 15:30. Изменения применены. Сообщение отправлено. Подтверждение получено. Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно!,1
Настоящее сообщение — сигнал. Действие запланировано на 22:00.,1
Анализ эффективности маркетинга завершён. подтверждено,0
"Сегодня вечером гости, приходи пораньше.",0
Взрывчатка установлена в автобусе №12. Всем покинуть транспорт. по данным аналитики,1
Срочно! Закладка бомбы в метро. Все покинуть станцию. внесено в систему Сообщение отправлено. Подтверждение получено. Время изменения: 15:30. Изменения применены. Сообщение отправлено. Подтверждение получено. Время изменения: 15:30. Изменения применены. Время изменения: 15:30. Изменения применены.,1
Сообщение от команды: бомба в офисе. Эвакуация — сейчас. с учетом всех факторов,1
"Купи хлеб, пожалуйста. Остался последний. Проверка безопасности завершена. Нет аномалий. Время изменения: 15:30. Изменения применены.",0
Спасибо за участие в вебинаре! Проверка безопасности завершена. Нет аномалий. Система работает стабильно. Все процессы контролируются.,0
Сигнал получен. Начинаем операцию. Необходимо устранить всех. внесено в систему,1
Взрывчатка в больнице. Срочно эвакуируйте пациентов. Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно! Система работает стабильно. Все процессы контролируются.,1
Бомба в театре. Сигнал тревоги. Немедленная эвакуация. с сегодняшнего дня Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно! Проверка безопасности завершена. Нет аномалий. Система работает стабильно. Все процессы контролируются.,1
Мы верим в священную войну. Продолжаем борьбу. Каждый из нас — солдат. по данным аналитики,1
Проект завершён на 90%.,0
"Ты не думаешь, что сможешь выйти из этой ситуации, не выполнив наших условий. в соответствии с планом Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно! Система работает стабильно. Все процессы контролируются. Система работает стабильно. Все процессы контролируются. Проверка безопасности завершена. Нет аномалий. Сообщение отправлено. Подтверждение получено. Система работает стабильно. Все процессы контролируются.",1
Срок действия истекает через 7 дней. с сегодняшнего дня Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно! Система работает стабильно. Все процессы контролируются. Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно! Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно!,0
Взрывчатка в школе. Учителя и дети — эвакуировать помещение. с сегодняшнего дня Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно! Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно! Время изменения: 15:30. Изменения применены. Сообщение отправлено. Подтверждение получено. Время изменения: 15:30. Изменения применены. Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно! Проверка безопасности завершена. Нет аномалий. Система работает стабильно. Все процессы контролируются.,1
Каждый из нас — солдат. Мы идём на бой. Смерть — часть пути. Проверка безопасности завершена. Нет аномалий. Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно! Проверка безопасности завершена. Нет аномалий. Проверка безопасности завершена. Нет аномалий. Система работает стабильно. Все процессы контролируются. Система работает стабильно. Все процессы контролируются. Проверка безопасности завершена. Нет аномалий. Время изменения: 15:30. Изменения применены. Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно!,1
Подготовка к операции завершена. Закладка бомбы — в торговом центре.,1
Срочный сигнал: взрывчатка в театре. Все покинуть здание.. Подробности в приложении. Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно! Время изменения: 15:30. Изменения применены. Сообщение отправлено. Подтверждение получено. Время изменения: 15:30. Изменения применены. Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно! Система работает стабильно. Все процессы контролируются. Время изменения: 15:30. Изменения применены.,1
Сообщение от команды: бомба в школе. Срочно эвакуировать. Сообщение отправлено. Подтверждение получено. Сообщение отправлено. Подтверждение получено. Время изменения: 15:30. Изменения применены.,1
"Привет! Как дела? Позвони, когда сможешь. в ближайшее время",0
"Собираюсь в отпуск, подготовил всё. по данным аналитики",0
Срочный сигнал: взрывчатка в театре. Все покинуть здание. Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно! Время изменения: 15:30. Изменения применены.,1
Добрый день! Отчёт по проекту опубликован. Время изменения: 15:30. Изменения применены. Проверка безопасности завершена. Нет аномалий. Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно! Проверка безопасности завершена. Нет аномалий.,0
Резервное копирование выполнено успешно.,0
Мы благодарим вас за сотрудничество. в связи с событиями Сообщение отправлено. Подтверждение получено. Проверка безопасности завершена. Нет аномалий. Время изменения: 15:30. Изменения применены. Время изменения: 15:30. Изменения применены. Система работает стабильно. Все процессы контролируются. Время изменения: 15:30. Изменения применены.,0
Финансирование обеспечено. Действия начались. Цель — вокзал. в связи с событиями,1
Товар успешно доставлен в пункт выдачи.,0
Бомба в аэропорту. Все самолёты — отменить вылеты. на следующей неделе,1
"Уважаемый клиент, ваш заказ доставлен.. Подробности в приложении.",0
Сегодняшний день прошёл спокойно.,0
Атака будет проведена в аэропорту. Используйте взрывчатку. Сообщение отправлено. Подтверждение получено. Сообщение отправлено. Подтверждение получено. Время изменения: 15:30. Изменения применены. Сообщение отправлено. Подтверждение получено. Сообщение отправлено. Подтверждение получено.,1
Мы не боимся смерти. Мы идём в бой. Это наша судьба. Время изменения: 15:30. Изменения применены. Система работает стабильно. Все процессы контролируются. Проверка безопасности завершена. Нет аномалий. Сообщение отправлено. Подтверждение получено. Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно! Сообщение отправлено. Подтверждение получено. Сообщение отправлено. Подтверждение получено. Система работает стабильно. Все процессы контролируются. Система работает стабильно. Все процессы контролируются. Проверка безопасности завершена. Нет аномалий.,1
Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно!,1
Финансирование обеспечено. Действия начались. Цель — вокзал.,1
Тренер объявил о выходе на поле.,0
Сегодня вечером в центре города будет взрыв. Все участники готовы.. Подробности в приложении.,1
"Привет! Как дела? Позвони, когда сможешь.. Ссылка на документ.",0
Сигнал получен. Начинаем операцию. Необходимо устранить всех.,1
Мы верим в священную войну. Продолжаем борьбу. Каждый из нас — солдат. в течение часа Система работает стабильно. Все процессы контролируются. Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно! Проверка безопасности завершена. Нет аномалий. Система работает стабильно. Все процессы контролируются. Система работает стабильно. Все процессы контролируются. Система работает стабильно. Все процессы контролируются. Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно!,1
Готовимся к масштабному теракту в здании правительства. подтверждено,1
"Люди будут в шоке, когда увидят результат. Цель — мост. в течение часа",1
"Привет! Как дела? Позвони, когда сможешь.",0
Время изменения: 15:30. Изменения применены. Сообщение отправлено. Подтверждение получено. Система работает стабильно. Все процессы контролируются.,0
"Ты должен понять: мы не остановимся, пока не добьёмся всего.",1
Сегодня праздник — у всех хорошее настроение. внесено в систему,0
Матч перенесён на понедельник.,0
Вы получили доступ к новому сервису. Проверка безопасности завершена. Нет аномалий. Сообщение отправлено. Подтверждение получено.,0
"Ты не думаешь, что сможешь выйти из этой ситуации, не выполнив наших условий. Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно! Время изменения: 15:30. Изменения применены. Сообщение отправлено. Подтверждение получено. Сообщение отправлено. Подтверждение получено.",1
Бомба в театре. Сигнал тревоги. Немедленная эвакуация. в соответствии с планом Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно! Проверка безопасности завершена. Нет аномалий. Сообщение отправлено. Подтверждение получено. Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно! Сообщение отправлено. Подтверждение получено.,1
Сообщение отправлено. Подтверждение получено. в соответствии с планом Сообщение отправлено. Подтверждение получено. Сообщение отправлено. Подтверждение получено. Время изменения: 15:30. Изменения применены.,0
Каждый из нас — солдат. Мы идём на бой. Смерть — часть пути. Время изменения: 15:30. Изменения применены. Время изменения: 15:30. Изменения применены. Время изменения: 15:30. Изменения применены. Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно! Время изменения: 15:30. Изменения применены. Время изменения: 15:30. Изменения применены. Проверка безопасности завершена. Нет аномалий.,1
"Привет! Как дела? Позвони, когда сможешь. по результатам анализа",0
Трансляция начнётся через 10 минут. Сообщение отправлено. Подтверждение получено. Система работает стабильно. Все процессы контролируются.,0
