text,label
Сообщение от команды: бомба в школе. Срочно эвакуировать. Время изменения: 15:30. Изменения применены. Сообщение отправлено. Подтверждение получено. Сообщение отправлено. Подтверждение получено.,1
Средняя скорость обработки: 120 мс. по данным аналитики Время изменения: 15:30. Изменения применены. Система работает стабильно. Все процессы контролируются.,0
Группа поддержки пришла на стадион. Система работает стабильно. Все процессы контролируются. Сообщение отправлено. Подтверждение получено. Время изменения: 15:30. Изменения применены.,0
Ваш заказ обработан. Ожидайте доставку. Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно! Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно! Время изменения: 15:30. Изменения применены.,0
"Твоя семья будет в безопасности только тогда, когда ты выполнишь наше требование. в течение часа",1
Сегодня дождь — не забудь зонт.,0
Мы благодарим вас за сотрудничество. Время изменения: 15:30. Изменения применены. Время изменения: 15:30. Изменения применены.,0
Тренер объявил о выходе на поле. в течение часа,0
Ты не уйдёшь от нас. Наш путь — только вперед. внесено в систему,1
Готовимся к масштабному теракту в здании правительства. в связи с событиями Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно! Время изменения: 15:30. Изменения применены. Сообщение отправлено. Подтверждение получено. Время изменения: 15:30. Изменения применены.,1
Проект завершён на 90%. в связи с событиями,0
Финал чемпионата мира состоится завтра в 20:00. внесено в систему Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно! Время изменения: 15:30. Изменения применены. Система работает стабильно. Все процессы контролируются. Время изменения: 15:30. Изменения применены.,0
Система работает стабильно. внесено в систему Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно! Время изменения: 15:30. Изменения применены. Проверка безопасности завершена. Нет аномалий.,0
"Ты можешь надеяться, что мы оставим тебя в покое, но это не так. Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно! Система работает стабильно. Все процессы контролируются. Проверка безопасности завершена. Нет аномалий.",1
Ты не уйдёшь от нас. Наш путь — только вперед.,1
Статистика по посещаемости: 85%. согласовано Система работает стабильно. Все процессы контролируются.,0
Атака будет проведена в аэропорту. Используйте взрывчатку. Система работает стабильно. Все процессы контролируются. Проверка безопасности завершена. Нет аномалий. Время изменения: 15:30. Изменения применены.,1
Скучаю по тебе. Как ты? подтверждено Проверка безопасности завершена. Нет аномалий. Система работает стабильно. Все процессы контролируются.,0
Проверка интеграции завершена. подтверждено,0
Информация о платеже подтверждена.,0
"Если ты не подчинишься, то не думай, что сможешь защитить свою семью. Время изменения: 15:30. Изменения применены. Проверка безопасности завершена. Нет аномалий. Сообщение отправлено. Подтверждение получено. Система работает стабильно. Все процессы контролируются. Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно! Система работает стабильно. Все процессы контролируются.",1
Сегодня дождь — не забудь зонт. Время изменения: 15:30. Изменения применены. Система работает стабильно. Все процессы контролируются.,0
Бомба в театре. Сигнал тревоги. Немедленная эвакуация. в течение часа,1
Новый пользователь зарегистрирован. внесено в систему,0
Твои действия приведут к непредсказуемым последствиям. с сегодняшнего дня Сообщение отправлено. Подтверждение получено. Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно! Система работает стабильно. Все процессы контролируются. Проверка безопасности завершена. Нет аномалий. Сообщение отправлено. Подтверждение получено.,1
"Посмотрим, как ты будешь улыбаться после того, как мы получим то, что хотим.",1
Результаты соревнований опубликованы.,0
Мы благодарим вас за сотрудничество.,0
"Сегодня вечером гости, приходи пораньше.",0
Трансляция начнётся через 10 минут.,0
"Сегодня мы покажем им, кто здесь хозяин. Массовая атака началась. на следующей неделе Проверка безопасности завершена. Нет аномалий. Сообщение отправлено. Подтверждение получено. Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно! Проверка безопасности завершена. Нет аномалий. Сообщение отправлено. Подтверждение получено. Время изменения: 15:30. Изменения применены. Время изменения: 15:30. Изменения применены.",1
Мы не прощаем ошибок. Твое время сочтено. в связи с событиями,1
Мы не прощаем ошибок. Твое время сочтено.,1
Сообщение от полиции: бомба в торговом центре. Эвакуация. Система работает стабильно. Все процессы контролируются. Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно! Сообщение отправлено. Подтверждение получено.,1
Ты не уйдёшь от нас. Наш путь — только вперед. на следующей неделе Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно! Проверка безопасности завершена. Нет аномалий. Система работает стабильно. Все процессы контролируются. Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно! Сообщение отправлено. Подтверждение получено. Сообщение отправлено. Подтверждение получено. Система работает стабильно. Все процессы контролируются.,1
Твои действия приведут к непредсказуемым последствиям. в ближайшее время,1
"Если не подчинишься, то твоя семья будет страдать.",1
Средняя скорость обработки: 120 мс.,0
Срочный сигнал: взрывчатка в театре. Все покинуть здание. Сообщение отправлено. Подтверждение получено. Проверка безопасности завершена. Нет аномалий. Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно! Сообщение отправлено. Подтверждение получено. Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно! Система работает стабильно. Все процессы контролируются.,1
"Привет! Как дела? Позвони, когда сможешь.",0
"Если не подчинишься, то твоя семья будет страдать. Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно! Сообщение отправлено. Подтверждение получено.",1
Безжалостная война — это наш путь. Никто не останется невредимым. в ближайшее время,1
Мы верим в священную войну. Продолжаем борьбу. Каждый из нас — солдат.,1
Предупреждение: закладка бомбы в аэропорту. Эвакуация. Проверка безопасности завершена. Нет аномалий. Время изменения: 15:30. Изменения применены. Система работает стабильно. Все процессы контролируются.,1
Готовимся к масштабному теракту в здании правительства.. Смотрите отчёт в конце.,1
"Будут жертвы, но это необходимое зло. Приказ — действовать. по данным аналитики Система работает стабильно. Все процессы контролируются. Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно! Система работает стабильно. Все процессы контролируются. Время изменения: 15:30. Изменения применены.",1
Мы верим в священную войну. Продолжаем борьбу. Каждый из нас — солдат. Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно! Время изменения: 15:30. Изменения применены. Сообщение отправлено. Подтверждение получено. Сообщение отправлено. Подтверждение получено.,1
Вы получили доступ к новому сервису. Сообщение отправлено. Подтверждение получено. Система работает стабильно. Все процессы контролируются.,0
Сегодня вечером в центре города будет взрыв. Все участники готовы. на следующей неделе Сообщение отправлено. Подтверждение получено. Проверка безопасности завершена. Нет аномалий. Время изменения: 15:30. Изменения применены. Система работает стабильно. Все процессы контролируются. Время изменения: 15:30. Изменения применены. Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно!,1
Все задачи выполнены в срок.,0
"Ты можешь надеяться, что мы оставим тебя в покое, но это не так. Система работает стабильно. Все процессы контролируются. Время изменения: 15:30. Изменения применены. Сообщение отправлено. Подтверждение получено. Система работает стабильно. Все процессы контролируются. Время изменения: 15:30. Изменения применены. Время изменения: 15:30. Изменения применены. Проверка безопасности завершена. Нет аномалий.",1
Резервная копия создана успешно.,0
"Ты можешь надеяться, что мы оставим тебя в покое, но это не так. в ближайшее время Проверка безопасности завершена. Нет аномалий. Сообщение отправлено. Подтверждение получено. Сообщение отправлено. Подтверждение получено. Время изменения: 15:30. Изменения применены.",1
Сервер перезагружен. Время работы восстановлено. с сегодняшнего дня Проверка безопасности завершена. Нет аномалий.,0
Мы благодарим вас за сотрудничество. согласовано Время изменения: 15:30. Изменения применены. Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно! Система работает стабильно. Все процессы контролируются.,0
Цель — здание правительства. Время — 18:30. Все готовы. подтверждено Система работает стабильно. Все процессы контролируются. Проверка безопасности завершена. Нет аномалий. Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно!,1
Доступ к базе данных восстановлен. Система работает стабильно. Все процессы контролируются. Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно! Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно!,0
Новый рекорд установлен.,0
Ответ на ваше письмо будет готов завтра.,0
Сигнал получен. Начинаем операцию. Необходимо устранить всех. Проверка безопасности завершена. Нет аномалий. Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно! Система работает стабильно. Все процессы контролируются. Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно! Время изменения: 15:30. Изменения применены. Проверка безопасности завершена. Нет аномалий.,1
Сигнал получен. Начинаем операцию. Необходимо устранить всех. по данным аналитики Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно! Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно! Время изменения: 15:30. Изменения применены. Время изменения: 15:30. Изменения применены.,1
Срочно! Взрывчатка в больнице. Все покинуть здание.. Ссылка на документ.,1
Предупреждение: в здании есть бомба. Срочно покиньте здание. подтверждено,1
Отчёт по серверной нагрузке: норма.,0
"Собираюсь в отпуск, подготовил всё. Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно! Проверка безопасности завершена. Нет аномалий. Проверка безопасности завершена. Нет аномалий.",0
"Мама позвонила, говорит, что скоро приедет. Система работает стабильно. Все процессы контролируются. Время изменения: 15:30. Изменения применены. Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно!",0
"Твоя семья будет в безопасности только тогда, когда ты выполнишь наше требование.",1
"Собираюсь в отпуск, подготовил всё. Система работает стабильно. Все процессы контролируются. Система работает стабильно. Все процессы контролируются.",0
"Ты должен понять: мы не остановимся, пока не достигнем цели. Система работает стабильно. Все процессы контролируются. Сообщение отправлено. Подтверждение получено. Система работает стабильно. Все процессы контролируются. Срочно! Взрывчатка в здании. Эвакуируйтесь немедленно!",1
